0.00000 23.60169 0.52693 0.08195 0.29859 0.49993 0.19999 0.27492 0.06283 -0.00000 -0.00500 0.00500 -1.25665 -3.81498 0.00500 -0.41887 -1.27166 0.06284 0.19075 -0.00500 0.00005 -0.01257 -0.03815
0.01000 0.04278 0.52181 0.12386 0.33003 0.50056 0.19999 0.27487 0.06283 -0.00020 -0.00500 0.09621 0.02918 -2.78418 0.14870 0.05939 -0.83378 0.01253 0.19056 -0.05025 0.00101 -0.01227 -0.06599
0.02000 0.03831 0.52052 0.12009 0.32270 0.50118 0.19999 0.27482 0.06283 -0.00039 -0.00500 0.15591 -0.02154 -0.30741 0.18278 0.03047 0.11099 0.02348 0.14483 -0.11033 0.00257 -0.01249 -0.06907
0.03000 0.04302 0.52167 0.12379 0.32394 0.50181 0.19998 0.27477 0.06283 -0.00059 -0.00500 0.14488 -0.15689 -0.77743 0.18058 -0.02326 -0.07360 0.02715 0.15180 -0.09645 0.00402 -0.01406 -0.07684
0.04000 0.04102 0.52213 0.12429 0.32179 0.50244 0.19998 0.27472 0.06283 -0.00079 -0.00500 0.14526 -0.11888 -0.58054 0.17654 -0.00993 -0.01247 0.02616 0.14453 -0.09890 0.00547 -0.01525 -0.08265
0.05000 0.04351 0.52283 0.12599 0.32105 0.50307 0.19997 0.27467 0.06282 -0.00099 -0.00500 0.14114 -0.13490 -0.65353 0.17321 -0.01657 -0.04862 0.02647 0.14336 -0.09491 0.00688 -0.01660 -0.08918
0.06000 0.04012 0.52343 0.12714 0.31979 0.50370 0.19996 0.27462 0.06282 -0.00118 -0.00500 0.13885 -0.13076 -0.61900 0.16970 -0.01571 -0.04436 0.02633 0.13992 -0.09358 0.00827 -0.01790 -0.09537
0.07000 0.04503 0.52407 0.12843 0.31877 0.50433 0.19995 0.27457 0.06282 -0.00138 -0.00500 0.13597 -0.13469 -0.62715 0.16639 -0.01764 -0.05458 0.02638 0.13750 -0.09128 0.00963 -0.01925 -0.10164
0.08000 0.04431 0.52470 0.12961 0.31769 0.50495 0.19993 0.27452 0.06281 -0.00158 -0.00500 0.13338 -0.13544 -0.61924 0.16317 -0.01827 -0.05807 0.02635 0.13480 -0.08942 0.01097 -0.02061 -0.10783
0.09000 0.04495 0.52533 0.13078 0.31666 0.50558 0.19991 0.27447 0.06281 -0.00178 -0.00500 0.13071 -0.13761 -0.61772 0.16000 -0.01941 -0.06313 0.02635 0.13232 -0.08745 0.01227 -0.02198 -0.11401
0.10000 0.04437 0.52596 0.13190 0.31564 0.50621 0.19989 0.27442 0.06280 -0.00197 -0.00500 0.12813 -0.13900 -0.61410 0.15696 -0.02020 -0.06688 0.02633 0.12984 -0.08559 0.01355 -0.02337 -0.12015
0.11000 0.04944 0.52659 0.13299 0.31465 0.50684 0.19987 0.27437 0.06279 -0.00217 -0.00500 0.12556 -0.14087 -0.61133 0.15392 -0.02110 -0.07045 0.02633 0.12748 -0.08375 0.01481 -0.02478 -0.12627
0.12000 0.05012 0.52722 0.13405 0.31367 0.50747 0.19985 0.27432 0.06279 -0.00237 -0.00500 0.12312 -0.14259 -0.60867 0.15100 -0.02192 -0.07360 0.02632 0.12516 -0.08194 0.01604 -0.02621 -0.13235
0.13000 0.04319 0.52785 0.13508 0.31271 0.50809 0.19983 0.27427 0.06278 -0.00257 -0.00500 0.12065 -0.14436 -0.60591 0.14819 -0.02270 -0.07637 0.02631 0.12290 -0.08018 0.01725 -0.02765 -0.13841
0.14000 0.04263 0.52848 0.13608 0.31178 0.50872 0.19980 0.27422 0.06277 -0.00276 -0.00500 0.11826 -0.14619 -0.60349 0.14541 -0.02348 -0.07893 0.02629 0.12070 -0.07844 0.01843 -0.02911 -0.14445
0.15000 0.04269 0.52911 0.13705 0.31085 0.50935 0.19977 0.27417 0.06276 -0.00296 -0.00500 0.11589 -0.14785 -0.60089 0.14264 -0.02422 -0.08123 0.02628 0.11854 -0.07675 0.01959 -0.03059 -0.15046
0.16000 0.04284 0.52974 0.13799 0.30995 0.50998 0.19974 0.27412 0.06275 -0.00316 -0.00500 0.11356 -0.14978 -0.59858 0.14001 -0.02502 -0.08336 0.02627 0.11644 -0.07509 0.02072 -0.03209 -0.15644
0.17000 0.04218 0.53037 0.13890 0.30906 0.51060 0.19971 0.27407 0.06274 -0.00335 -0.00500 0.11131 -0.15148 -0.59611 0.13741 -0.02568 -0.08531 0.02624 0.11436 -0.07346 0.02184 -0.03360 -0.16240
0.18000 0.04267 0.53100 0.13980 0.30820 0.51123 0.19967 0.27402 0.06273 -0.00355 -0.00500 0.10909 -0.15338 -0.59387 0.13481 -0.02645 -0.08710 0.02623 0.11237 -0.07186 0.02293 -0.03514 -0.16834
0.19000 0.04261 0.53164 0.14066 0.30734 0.51186 0.19964 0.27397 0.06272 -0.00375 -0.00500 0.10690 -0.15513 -0.59152 0.13235 -0.02711 -0.08874 0.02621 0.11040 -0.07030 0.02400 -0.03669 -0.17426
0.20000 0.04276 0.53227 0.14151 0.30650 0.51249 0.19960 0.27392 0.06271 -0.00395 -0.00500 0.10475 -0.15703 -0.58931 0.12991 -0.02785 -0.09031 0.02618 0.10848 -0.06876 0.02505 -0.03826 -0.18015
0.21000 0.04299 0.53290 0.14233 0.30568 0.51311 0.19956 0.27387 0.06270 -0.00414 -0.00500 0.10266 -0.15888 -0.58716 0.12747 -0.02859 -0.09176 0.02616 0.10659 -0.06725 0.02607 -0.03985 -0.18602
