0.00000 0.08289 0.32824 0.01409 0.27797 0.30003 0.00008 0.27498 0.06283 0.03142 0.00200 0.00000 -1.25661 -0.62833 0.00000 -0.41888 -0.20944 0.06284 0.03142 0.00200 0.00000 -0.01257 -0.00628
0.01000 0.08858 0.31974 0.00997 0.27642 0.30066 0.00040 0.27500 0.06283 0.03142 0.00200 0.00000 0.26228 0.12598 0.00000 0.08832 0.04243 -0.01233 -0.00591 -0.00610 0.00000 -0.00994 -0.00502
0.02000 0.04036 0.32325 0.01167 0.27696 0.30128 0.00071 0.27502 0.06283 0.03142 0.00200 0.00000 -0.24420 -0.12067 0.00000 -0.08080 -0.03992 0.01254 0.00620 -0.00182 0.00000 -0.01239 -0.00623
0.03000 0.04136 0.32288 0.01150 0.27685 0.30191 0.00102 0.27504 0.06283 0.03142 0.00200 0.00000 -0.08359 -0.04326 0.00000 -0.02707 -0.01402 0.00468 0.00241 -0.00321 0.00000 -0.01322 -0.00666
0.04000 0.04186 0.32378 0.01194 0.27696 0.30254 0.00134 0.27506 0.06282 0.03141 0.00200 0.00000 -0.13841 -0.06951 0.00000 -0.04534 -0.02277 0.00740 0.00371 -0.00288 0.00000 -0.01461 -0.00736
0.05000 0.04053 0.32424 0.01218 0.27700 0.30317 0.00165 0.27508 0.06282 0.03141 0.00200 0.00000 -0.12291 -0.06214 0.00000 -0.04011 -0.02028 0.00667 0.00337 -0.00312 0.00000 -0.01583 -0.00798
0.06000 0.04076 0.32485 0.01249 0.27707 0.30380 0.00197 0.27510 0.06281 0.03141 0.00200 0.00000 -0.13104 -0.06594 0.00000 -0.04277 -0.02152 0.00710 0.00357 -0.00318 0.00000 -0.01714 -0.00864
0.07000 0.03938 0.32541 0.01277 0.27713 0.30443 0.00228 0.27512 0.06280 0.03141 0.00200 0.00000 -0.13135 -0.06621 0.00000 -0.04283 -0.02159 0.00715 0.00360 -0.00330 0.00000 -0.01846 -0.00930
0.08000 0.04124 0.32599 0.01306 0.27719 0.30505 0.00260 0.27514 0.06280 0.03141 0.00200 0.00000 -0.13420 -0.06763 0.00000 -0.04372 -0.02203 0.00732 0.00369 -0.00341 0.00000 -0.01980 -0.00998
0.09000 0.04228 0.32656 0.01335 0.27725 0.30568 0.00291 0.27516 0.06279 0.03141 0.00200 0.00000 -0.13621 -0.06866 0.00000 -0.04433 -0.02235 0.00746 0.00376 -0.00353 0.00000 -0.02116 -0.01066
0.10000 0.04106 0.32712 0.01363 0.27731 0.30631 0.00322 0.27518 0.06278 0.03141 0.00200 0.00000 -0.13830 -0.06960 0.00000 -0.04497 -0.02263 0.00759 0.00382 -0.00364 0.00000 -0.02255 -0.01136
0.11000 0.04056 0.32770 0.01392 0.27738 0.30694 0.00354 0.27520 0.06277 0.03141 0.00200 0.00000 -0.14079 -0.07102 0.00000 -0.04574 -0.02308 0.00776 0.00391 -0.00376 0.00000 -0.02395 -0.01207
0.12000 0.04101 0.32827 0.01420 0.27744 0.30756 0.00385 0.27522 0.06275 0.03141 0.00200 0.00000 -0.14265 -0.07183 0.00000 -0.04630 -0.02331 0.00789 0.00397 -0.00388 0.00000 -0.02538 -0.01279
0.13000 0.04016 0.32883 0.01449 0.27751 0.30819 0.00417 0.27524 0.06274 0.03140 0.00200 0.00000 -0.14500 -0.07306 0.00000 -0.04702 -0.02369 0.00804 0.00405 -0.00399 0.00000 -0.02683 -0.01352
0.14000 0.04203 0.32940 0.01477 0.27757 0.30882 0.00448 0.27526 0.06272 0.03140 0.00200 0.00000 -0.14713 -0.07416 0.00000 -0.04767 -0.02402 0.00819 0.00413 -0.00412 0.00000 -0.02830 -0.01426
0.15000 0.04042 0.32997 0.01506 0.27764 0.30945 0.00479 0.27528 0.06271 0.03140 0.00200 0.00000 -0.14932 -0.07528 0.00000 -0.04833 -0.02437 0.00834 0.00420 -0.00424 0.00000 -0.02979 -0.01501
0.16000 0.04161 0.33053 0.01534 0.27770 0.31007 0.00511 0.27530 0.06269 0.03140 0.00200 0.00000 -0.15147 -0.07638 0.00000 -0.04897 -0.02470 0.00849 0.00428 -0.00436 0.00000 -0.03131 -0.01578
0.17000 0.04004 0.33109 0.01563 0.27777 0.31070 0.00542 0.27532 0.06267 0.03140 0.00200 0.00000 -0.15362 -0.07749 0.00000 -0.04962 -0.02503 0.00864 0.00436 -0.00448 0.00000 -0.03285 -0.01655
0.18000 0.03980 0.33166 0.01592 0.27783 0.31133 0.00574 0.27534 0.06265 0.03139 0.00200 0.00000 -0.15575 -0.07858 0.00000 -0.05026 -0.02536 0.00879 0.00443 -0.00461 0.00000 -0.03440 -0.01734
0.19000 0.04099 0.33222 0.01620 0.27790 0.31195 0.00605 0.27536 0.06263 0.03139 0.00200 0.00000 -0.15771 -0.07945 0.00000 -0.05084 -0.02561 0.00893 0.00450 -0.00473 0.00000 -0.03598 -0.01813
0.20000 0.04123 0.33279 0.01649 0.27796 0.31258 0.00636 0.27538 0.06261 0.03139 0.00200 0.00000 -0.16012 -0.08087 0.00000 -0.05157 -0.02605 0.00910 0.00459 -0.00485 0.00000 -0.03758 -0.01894
0.21000 0.04023 0.33335 0.01677 0.27802 0.31321 0.00668 0.27540 0.06259 0.03139 0.00200 0.00000 -0.16192 -0.08162 0.00000 -0.05209 -0.02626 0.00923 0.00465 -0.00497 0.00000 -0.03920 -0.01976
0.22000 0.03960 0.33391 0.01705 0.27809 0.31383 0.00699 0.27542 0.06257 0.03138 0.00200 0.00000 -0.16418 -0.08284 0.00000 -0.05276 -0.02662 0.00939 0.00474 -0.00509 0.00000 -0.04084 -0.02059
0.23000 0.04157 0.33447 0.01734 0.27816 0.31446 0.00731 0.27544 0.06254 0.03138 0.00200 0.00000 -0.16624 -0.08390 0.00000 -0.05337 -0.02694 0.00954 0.00482 -0.00522 0.00000 -0.04250 -0.02142
0.24000 0.04282 0.33502 0.01762 0.27822 0.31508 0.00762 0.27546 0.06251 0.03138 0.00200 0.00000 -0.16834 -0.08500 0.00000 -0.05399 -0.02726 0.00970 0.00490 -0.00534 0.00000 -0.04419 -0.02227
0.25000 0.04063 0.33558 0.01790 0.27829 0.31571 0.00793 0.27548 0.06249 0.03137 0.00200 0.00000 -0.17040 -0.08607 0.00000 -0.05459 -0.02758 0.00985 0.00497 -0.00547 0.00000 -0.04589 -0.02314
0.26000 0.04049 0.33614 0.01819 0.27835 0.31633 0.00825 0.27550 0.06246 0.03137 0.00200 0.00000 -0.17248 -0.08714 0.00000 -0.05520 -0.02789 0.01001 0.00505 -0.00559 0.00000 -0.04762 -0.02401
0.27000 0.03929 0.33670 0.01847 0.27842 0.31696 0.00856 0.27552 0.06243 0.03137 0.00200 0.00000 -0.17452 -0.08819 0.00000 -0.05579 -0.02819 0.01016 0.00513 -0.00571 0.00000 -0.04936 -0.02489
0.28000 0.04082 0.33725 0.01875 0.27848 0.31758 0.00887 0.27554 0.06240 0.03136 0.00200 0.00000 -0.17642 -0.08904 0.00000 -0.05634 -0.02844 0.01031 0.00520 -0.00583 0.00000 -0.05113 -0.02578
0.29000 0.04197 0.33781 0.01904 0.27855 0.31820 0.00919 0.27556 0.06237 0.03136 0.00200 0.00000 -0.17872 -0.09043 0.00000 -0.05702 -0.02885 0.01048 0.00530 -0.00596 0.00000 -0.05291 -0.02668
0.30000 0.04084 0.33836 0.01932 0.27861 0.31883 0.00950 0.27558 0.06234 0.03135 0.00200 0.00000 -0.18046 -0.09115 0.00000 -0.05751 -0.02904 0.01062 0.00536 -0.00608 0.00000 -0.05472 -0.02759
0.31000 0.04016 0.33891 0.01960 0.27867 0.31945 0.00981 0.27560 0.06230 0.03135 0.00200 0.00000 -0.18263 -0.09233 0.00000 -0.05814 -0.02939 0.01078 0.00545 -0.00619 0.00000 -0.05654 -0.02852
0.32000 0.04005 0.33946 0.01988 0.27874 0.32007 0.01013 0.27562 0.06227 0.03135 0.00200 0.00000 -0.18460 -0.09337 0.00000 -0.05870 -0.02969 0.01094 0.00553 -0.00632 0.00000 -0.05839 -0.02945
0.33000 0.04036 0.34001 0.02017 0.27880 0.32070 0.01044 0.27564 0.06223 0.03134 0.00200 0.00000 -0.18662 -0.09442 0.00000 -0.05928 -0.03000 0.01109 0.00561 -0.00644 0.00000 -0.06026 -0.03040
0.34000 0.04038 0.34056 0.02045 0.27887 0.32132 0.01075 0.27566 0.06220 0.03134 0.00200 0.00000 -0.18861 -0.09547 0.00000 -0.05985 -0.03029 0.01125 0.00569 -0.00656 0.00000 -0.06214 -0.03135
